"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
month,2019-03-01,2019-03-31,"1076","1076",2,1273025,БСТ B25 П4 F1150 W8,42.07
month,2019-03-01,2019-03-31,"1035","1035",1,46500,Доставка,40.40
month,2019-03-01,2019-03-31,"1083","1083",4,1701355,"Мелкозернистый бетон БСМ B22,5 П3,П4",50.00
month,2019-03-01,2019-03-31,"1002","1002",8,7926638,БСТ B60 П5 F1300 W20,159.23
month,2019-03-01,2019-03-31,"1028","1028",1,2472300,"БСТ B20 П3,П4",166.07
month,2019-03-01,2019-03-31,"1032","1032",2,4208432,БСТ B45 П5 F1300 W16,206.91
month,2019-03-01,2019-03-31,"1094","1094",4,2675853,Пусковая смесь,44.16
month,2019-03-01,2019-03-31,"1048","1048",1,761828,БСТ B35 П5 F1200 W12,56.82
month,2019-03-01,2019-03-31,"1086","1086",3,1806324,БСТ B25 П4 F1150 W8,41.03
month,2019-03-01,2019-03-31,"1033","1033",2,1403441,БСТ B30 П4 F1150 W10,54.75
month,2019-03-01,2019-03-31,"1061","1061",1,2050200,"БСТ B20 П3,П4",120.64
month,2019-03-01,2019-03-31,"1091","1091",4,3933894,БСТ B50 П5 F1300 W18,123.89
month,2019-03-01,2019-03-31,"1030","1030",2,727785,БСТ B45 П5 F1300 W16,75.20
month,2019-03-01,2019-03-31,"1082","1082",3,1075556,БСТ B25 П4 F1150 W8,28.40
month,2019-03-01,2019-03-31,"1011","1011",2,918750,БСТ B40 П5 F1300 W14,57.20
month,2019-03-01,2019-03-31,"1056","1056",2,2775289,БСТ B35 П5 F1200 W12,181.42
month,2019-03-01,2019-03-31,"1043","1043",2,1454601,БСТ B30 П4 F1150 W10,52.67
month,2019-03-01,2019-03-31,"1071","1071",2,3174768,"Мелкозернистый бетон БСМ B22,5 П3,П4",211.34
month,2019-03-01,2019-03-31,"1036","1036",3,1646974,БСТ B60 П5 F1300 W20,53.60
month,2019-03-01,2019-03-31,"1023","1023",1,634230,"БСТ B12,5 П3,П4",45.03
month,2019-03-01,2019-03-31,"1064","1064",4,3402740,Раствор кладочный М150 Пк3,115.29
month,2019-03-01,2019-03-31,"1065","1065",2,1334835,БСТ B25 П4 F1200 W10,58.90
month,2019-03-01,2019-03-31,"1055","1055",2,2566545,"БСТ B12,5 П3,П4",144.94
month,2019-03-01,2019-03-31,"1047","1047",3,2186919,Пусковая смесь,55.58
month,2019-03-01,2019-03-31,"1092","1092",1,181232,Доставка,173.60
month,2019-03-01,2019-03-31,"1006","1006",3,1552101,БСТ B30 П4 F1200 W10,260.00
month,2019-03-01,2019-03-31,"1031","1031",1,895200,БСТ B45 П5 F1300 W16,57.66
month,2019-03-01,2019-03-31,"1005","1005",2,687003,БСТ B30 П4 F1200 W10,68.00
month,2019-03-01,2019-03-31,"1001","1001",2,1779630,БСТ B60 П5 F1300 W20,46.35
month,2019-03-01,2019-03-31,"1079","1079",3,2032012,БСТ B30 П4 F1200 W10,48.48
month,2019-03-01,2019-03-31,"1009","1009",1,45999,Фасовка,45.20
month,2019-03-01,2019-03-31,"1042","1042",2,1458685,БСТ B60 П5 F1300 W20,55.07
month,2019-03-01,2019-03-31,"1022","1022",1,530874,"БСТ B12,5 П3,П4",21.40
month,2019-03-01,2019-03-31,"1072","1072",5,3133063,БСТ B50 П5 F1300 W18,56.72
month,2019-03-01,2019-03-31,"1054","1054",4,2431255,БСТ B60 П5 F1300 W20,43.90
month,2019-03-01,2019-03-31,"1016","1016",1,792390,БСТ B60 П5 F1300 W20,30.33
month,2019-03-01,2019-03-31,"1063","1063",6,6731081,БСТ B50 П5 F1300 W18,170.79
month,2019-03-01,2019-03-31,"1084","1084",2,3235971,БСТ B35 П5 F1300 W12,122.63
month,2019-03-01,2019-03-31,"1027","1027",1,791301,БСТ B30 П4 F1150 W10,52.67
month,2019-03-01,2019-03-31,"1024","1024",2,521515,Раствор М150 Пк3,70.40
month,2019-03-01,2019-03-31,"1081","1081",2,942132,"Мелкозернистый бетон БСМ B 7,5 П3,П4",30.88
month,2019-03-01,2019-03-31,"1020","1020",3,3233218,Раствор кладочный М100 Пк3,193.43
month,2019-03-01,2019-03-31,"1078","1078",1,469566,"БСТ B 7,5 П3,П4",14.50
month,2019-03-01,2019-03-31,"1029","1029",3,1761096,Раствор кладочный М100 Пк3,54.38
month,2019-03-01,2019-03-31,"1052","1052",2,645551,Раствор М200 Пк3,75.20
month,2019-03-01,2019-03-31,"1089","1089",1,539589,"БСТ B 7,5 П3,П4",31.57
month,2019-03-01,2019-03-31,"1040","1040",2,1209341,БСТ B30 П4 F1200 W10,32.57
week,2019-03-04,2019-03-10,"1044","1044",1,760602,Пусковая смесь,10.96
week,2019-03-04,2019-03-10,"1029","1029",1,584292,"БСТ B22,5 П4 F1100 W6",21.12
week,2019-03-04,2019-03-10,"1037","1037",1,42575,Дегидрация,30.80
week,2019-03-04,2019-03-10,"1003","1003",1,2362976,Раствор кладочный М150 Пк3,183.60
week,2019-03-04,2019-03-10,"1072","1072",3,1594052,Раствор кладочный М150 Пк3,38.70
week,2019-03-04,2019-03-10,"1066","1066",1,660882,"Мелкозернистый бетон БСМ B22,5 П3,П4",49.18
week,2019-03-04,2019-03-10,"1074","1074",1,54052,Доставка,63.20
week,2019-03-04,2019-03-10,"1040","1040",2,1209341,БСТ B30 П4 F1200 W10,32.57
week,2019-03-04,2019-03-10,"1086","1086",2,1278840,БСТ B25 П4 F1150 W8,41.03
week,2019-03-04,2019-03-10,"1098","1098",1,460055,Раствор М200 Пк3,10.30
week,2019-03-04,2019-03-10,"1079","1079",1,623822,"Мелкозернистый бетон БСМ B25 П3,П4",40.41
week,2019-03-04,2019-03-10,"1081","1081",2,942132,"Мелкозернистый бетон БСМ B 7,5 П3,П4",30.88
week,2019-03-04,2019-03-10,"1005","1005",1,635797,БСТ B30 П4 F1200 W10,15.60
week,2019-03-04,2019-03-10,"1091","1091",2,2721360,БСТ B50 П5 F1300 W18,123.89
week,2019-03-04,2019-03-10,"1064","1064",1,591570,БСТ B25 П4 F1200 W10,13.50
week,2019-03-04,2019-03-10,"1011","1011",1,51169,Дегидрация,57.20
week,2019-03-04,2019-03-10,"1100","1100",1,732420,БСТ B25 П4 F1200 W10,40.53
week,2019-03-04,2019-03-10,"1065","1065",1,828198,БСТ B25 П4 F1200 W10,58.90
week,2019-03-04,2019-03-10,"1002","1002",3,4169508,БСТ B60 П5 F1300 W20,145.70
week,2019-03-04,2019-03-10,"1018","1018",1,646272,Раствор кладочный М100 Пк3,57.67
week,2019-03-04,2019-03-10,"1059","1059",1,3081120,БСТ B25 П4 F1150 W8,207.13
week,2019-03-04,2019-03-10,"1030","1030",1,674384,БСТ B45 П5 F1300 W16,18.77
week,2019-03-04,2019-03-10,"1083","1083",1,608203,"Мелкозернистый бетон БСМ B22,5 П3,П4",37.29
week,2019-03-04,2019-03-10,"1089","1089",1,539589,"БСТ B 7,5 П3,П4",31.57
week,2019-03-04,2019-03-10,"1052","1052",1,53401,Упаковка европалет,75.20
week,2019-03-04,2019-03-10,"1061","1061",1,2050200,"БСТ B20 П3,П4",120.64
week,2019-03-04,2019-03-10,"1031","1031",1,895200,БСТ B45 П5 F1300 W16,57.66
week,2019-03-04,2019-03-10,"1047","1047",1,550200,БСТ B25 П4 F1150 W8,9.69
week,2019-03-04,2019-03-10,"1082","1082",2,1033030,БСТ B25 П4 F1150 W8,15.76
week,2019-03-11,2019-03-17,"1056","1056",1,2734232,БСТ B35 П5 F1200 W12,181.42
week,2019-03-11,2019-03-17,"1023","1023",1,634230,"БСТ B12,5 П3,П4",45.03
week,2019-03-11,2019-03-17,"1032","1032",1,723120,БСТ B25 П4 F1150 W8,44.16
week,2019-03-11,2019-03-17,"1071","1071",1,2758464,"Мелкозернистый бетон БСМ B22,5 П3,П4",211.34
week,2019-03-11,2019-03-17,"1052","1052",1,592150,Раствор М200 Пк3,41.97
week,2019-03-11,2019-03-17,"1029","1029",1,632808,Раствор кладочный М100 Пк3,54.38
week,2019-03-11,2019-03-17,"1064","1064",1,623376,Раствор М150 Пк3,60.09
week,2019-03-11,2019-03-17,"1003","1003",1,49997,Дегидрация,53.60
week,2019-03-11,2019-03-17,"1001","1001",1,889815,БСТ B60 П5 F1300 W20,46.35
week,2019-03-11,2019-03-17,"1091","1091",2,1212534,"БСТ B12,5 П3,П4",51.48
week,2019-03-11,2019-03-17,"1094","1094",2,1308411,БСТ B25 П4 F1150 W8,44.16
week,2019-03-11,2019-03-17,"1096","1096",1,643626,"БСТ B12,5 П3,П4",47.18
week,2019-03-11,2019-03-17,"1082","1082",1,42526,Доставка,28.40
week,2019-03-11,2019-03-17,"1074","1074",1,45239,Фасовка,42.80
week,2019-03-11,2019-03-17,"1006","1006",1,473685,"БСТ B 7,5 П3,П4",15.50
week,2019-03-11,2019-03-17,"1002","1002",2,704693,БСТ B25 П4 F1200 W10,44.00
week,2019-03-11,2019-03-17,"1019","1019",1,2742284,БСТ B40 П5 F1300 W14,133.03
week,2019-03-11,2019-03-17,"1059","1059",2,1126048,Раствор кладочный М100 Пк3,37.96
week,2019-03-11,2019-03-17,"1083","1083",2,1045632,"БСТ B15 П3,П4",23.31
week,2019-03-11,2019-03-17,"1077","1077",1,643102,БСТ B40 П5 F1300 W14,9.30
week,2019-03-11,2019-03-17,"1005","1005",1,51206,Упаковка европалет,68.00
week,2019-03-11,2019-03-17,"1011","1011",1,867581,БСТ B40 П5 F1300 W14,47.45
week,2019-03-11,2019-03-17,"1030","1030",1,53401,Упаковка европалет,75.20
week,2019-03-11,2019-03-17,"1076","1076",1,560385,"Мелкозернистый бетон БСМ B15 П3,П4",36.55
week,2019-03-11,2019-03-17,"1041","1041",1,550735,"Мелкозернистый бетон БСМ B22,5 П3,П4",24.32
week,2019-03-11,2019-03-17,"1065","1065",1,506637,"БСТ B 7,5 П3,П4",23.54
week,2019-03-11,2019-03-17,"1098","1098",1,55465,Дегидрация,70.40
week,2019-03-11,2019-03-17,"1020","1020",1,39136,Упаковка европалет,28.40
week,2019-03-18,2019-03-24,"1032","1032",1,3485312,БСТ B45 П5 F1300 W16,206.91
week,2019-03-18,2019-03-24,"1009","1009",1,45999,Фасовка,45.20
week,2019-03-18,2019-03-24,"1084","1084",1,759003,БСТ B30 П4 F1150 W10,46.44
week,2019-03-18,2019-03-24,"1076","1076",1,712640,БСТ B25 П4 F1150 W8,42.07
week,2019-03-18,2019-03-24,"1054","1054",1,792390,БСТ B60 П5 F1300 W20,30.33
week,2019-03-18,2019-03-24,"1094","1094",2,1367442,Пусковая смесь,34.70
week,2019-03-18,2019-03-24,"1063","1063",3,2017056,БСТ B60 П5 F1300 W20,44.63
week,2019-03-18,2019-03-24,"1002","1002",2,1164201,"БСТ B22,5 П4 F1100 W6",38.87
week,2019-03-18,2019-03-24,"1020","1020",2,3194082,Раствор кладочный М100 Пк3,193.43
week,2019-03-18,2019-03-24,"1033","1033",1,802067,БСТ B30 П4 F1150 W10,54.75
week,2019-03-18,2019-03-24,"1006","1006",2,1078416,БСТ B30 П4 F1200 W10,260.00
week,2019-03-18,2019-03-24,"1015","1015",1,57969,Формовка,63.20
week,2019-03-18,2019-03-24,"1003","1003",1,666680,"Мелкозернистый бетон БСМ B25 П3,П4",50.05
week,2019-03-18,2019-03-24,"1059","1059",1,657720,"БСТ B12,5 П3,П4",50.40
week,2019-03-18,2019-03-24,"1019","1019",1,49216,Дегидрация,51.20
week,2019-03-18,2019-03-24,"1083","1083",1,47520,Фасовка,50.00
week,2019-03-18,2019-03-24,"1048","1048",1,761828,БСТ B35 П5 F1200 W12,56.82
week,2019-03-18,2019-03-24,"1004","1004",1,831179,БСТ B40 П5 F1300 W14,41.26
week,2019-03-18,2019-03-24,"1072","1072",1,936243,БСТ B50 П5 F1300 W18,56.72
week,2019-03-18,2019-03-24,"1022","1022",1,530874,"БСТ B12,5 П3,П4",21.40
week,2019-03-18,2019-03-24,"1079","1079",2,1408190,БСТ B30 П4 F1200 W10,48.48
week,2019-03-18,2019-03-24,"1001","1001",1,889815,БСТ B60 П5 F1300 W20,46.35
week,2019-03-18,2019-03-24,"1042","1042",1,646810,Раствор М200 Пк3,55.07
week,2019-03-18,2019-03-24,"1066","1066",1,502656,Раствор кладочный М100 Пк3,22.63
week,2019-03-18,2019-03-24,"1047","1047",1,886206,Пусковая смесь,29.28
week,2019-03-18,2019-03-24,"1036","1036",2,892414,БСТ B60 П5 F1300 W20,53.60
week,2019-03-18,2019-03-24,"1064","1064",2,2187794,Раствор кладочный М150 Пк3,115.29
week,2019-03-18,2019-03-24,"1097","1097",2,1387833,БСТ B30 П4 F1200 W10,53.79
week,2019-03-18,2019-03-24,"1043","1043",1,791301,БСТ B30 П4 F1150 W10,52.67
week,2019-03-18,2019-03-24,"1055","1055",1,2142288,"БСТ B12,5 П3,П4",144.94
week,2019-03-18,2019-03-24,"1027","1027",1,791301,БСТ B30 П4 F1150 W10,52.67
week,2019-03-18,2019-03-24,"1096","1096",1,811648,БСТ B45 П5 F1300 W16,42.95
week,2019-03-25,2019-03-31,"1100","1100",2,618032,БСТ B25 П4 F1150 W8,44.00
week,2019-03-25,2019-03-31,"1055","1055",1,424257,"БСТ B 7,5 П3,П4",3.45
week,2019-03-25,2019-03-31,"1062","1062",1,639280,БСТ B25 П4 F1150 W8,27.45
week,2019-03-25,2019-03-31,"1002","1002",1,1888236,Раствор М100 Пк3,159.23
week,2019-03-25,2019-03-31,"1092","1092",1,181232,Доставка,173.60
week,2019-03-25,2019-03-31,"1018","1018",1,44988,Упаковка европалет,47.60
week,2019-03-25,2019-03-31,"1028","1028",1,2472300,"БСТ B20 П3,П4",166.07
week,2019-03-25,2019-03-31,"1036","1036",1,754560,БСТ B25 П4 F1150 W8,50.43
week,2019-03-25,2019-03-31,"1033","1033",1,601374,"БСТ B 7,5 П3,П4",46.64
week,2019-03-25,2019-03-31,"1056","1056",1,41057,Фасовка,29.60
week,2019-03-25,2019-03-31,"1043","1043",1,663300,"БСТ B20 П3,П4",42.77
week,2019-03-25,2019-03-31,"1075","1075",1,43338,Фасовка,36.80
week,2019-03-25,2019-03-31,"1024","1024",2,521515,Раствор М150 Пк3,70.40
week,2019-03-25,2019-03-31,"1071","1071",1,416304,Раствор М100 Пк3,14.31
week,2019-03-25,2019-03-31,"1047","1047",1,750513,"БСТ B22,5 П4 F1100 W6",55.58
week,2019-03-25,2019-03-31,"1059","1059",1,518811,"БСТ B22,5 П4 F1100 W6",7.55
week,2019-03-25,2019-03-31,"1073","1073",2,1161136,"БСТ B15 П3,П4",36.78
week,2019-03-25,2019-03-31,"1084","1084",1,2476968,БСТ B35 П5 F1300 W12,122.63
week,2019-03-25,2019-03-31,"1035","1035",1,46500,Доставка,40.40
week,2019-03-25,2019-03-31,"1016","1016",1,792390,БСТ B60 П5 F1300 W20,30.33
week,2019-03-25,2019-03-31,"1070","1070",1,618499,"Мелкозернистый бетон БСМ B15 П3,П4",50.71
week,2019-03-25,2019-03-31,"1054","1054",2,1073763,"БСТ B12,5 П3,П4",43.90
week,2019-03-25,2019-03-31,"1096","1096",1,617781,"Мелкозернистый бетон БСМ B22,5 П3,П4",39.45
week,2019-03-25,2019-03-31,"1074","1074",1,604636,"Мелкозернистый бетон БСМ B 7,5 П3,П4",54.88
month,2019-04-01,2019-04-30,"1091","1091",3,1599916,"Мелкозернистый бетон БСМ B25 П3,П4",48.98
month,2019-04-01,2019-04-30,"1086","1086",2,1317060,БСТ B60 П5 F1300 W20,50.70
month,2019-04-01,2019-04-30,"1004","1004",1,631800,Раствор М150 Пк3,62.25
week,2019-04-01,2019-04-07,"1076","1076",2,1251381,БСТ B60 П5 F1300 W20,36.74
week,2019-04-01,2019-04-07,"1005","1005",1,519476,"Мелкозернистый бетон БСМ B 7,5 П3,П4",33.06
month,2019-04-01,2019-04-30,"1081","1081",2,968583,"БСТ B22,5 П4 F1100 W6",11.72
week,2019-04-01,2019-04-07,"1032","1032",1,3429360,БСТ B60 П5 F1300 W20,182.02
month,2019-04-01,2019-04-30,"1094","1094",3,2304408,БСТ B60 П5 F1300 W20,45.14
week,2019-04-01,2019-04-07,"1034","1034",1,582900,"БСТ B20 П3,П4",25.46
month,2019-04-01,2019-04-30,"1063","1063",1,40622,Дегидрация,24.80
month,2019-04-01,2019-04-30,"1052","1052",1,802494,БСТ B50 П5 F1300 W18,34.33
month,2019-04-01,2019-04-30,"1073","1073",3,2584453,Раствор М200 Пк3,124.97
month,2019-04-01,2019-04-30,"1002","1002",3,1980966,БСТ B50 П5 F1300 W18,49.26
month,2019-04-01,2019-04-30,"1034","1034",2,1115550,"БСТ B20 П3,П4",25.46
month,2019-04-01,2019-04-30,"1071","1071",4,3967749,"БСТ B22,5 П4 F1100 W6",150.60
month,2019-04-01,2019-04-30,"1040","1040",1,490644,Раствор М100 Пк3,34.72
week,2019-04-01,2019-04-07,"1094","1094",2,1499028,БСТ B60 П5 F1300 W20,45.14
week,2019-04-01,2019-04-07,"1087","1087",1,47900,Фасовка,51.20
month,2019-04-01,2019-04-30,"1020","1020",3,1558052,БСТ B35 П5 F1300 W12,50.00
month,2019-04-01,2019-04-30,"1006","1006",2,84867,Дегидрация,41.60
month,2019-04-01,2019-04-30,"1036","1036",5,2195073,БСТ B50 П5 F1300 W18,60.80
month,2019-04-01,2019-04-30,"1024","1024",3,1629105,БСТ B25 П4 F1150 W8,21.53
month,2019-04-01,2019-04-30,"1090","1090",3,2001612,БСТ B25 П4 F1200 W10,54.58
month,2019-04-01,2019-04-30,"1032","1032",3,4580509,БСТ B60 П5 F1300 W20,182.02
week,2019-04-01,2019-04-07,"1059","1059",1,740791,БСТ B30 П4 F1200 W10,34.69
month,2019-04-01,2019-04-30,"1084","1084",3,3140650,БСТ B30 П4 F1150 W10,138.88
month,2019-04-01,2019-04-30,"1056","1056",1,469063,"Мелкозернистый бетон БСМ B15 П3,П4",14.29
month,2019-04-01,2019-04-30,"1048","1048",1,2666720,"Мелкозернистый бетон БСМ B25 П3,П4",200.10
week,2019-04-01,2019-04-07,"1038","1038",1,48825,Дегидрация,50.00
month,2019-04-01,2019-04-30,"1030","1030",3,3223227,Раствор М150 Пк3,140.13
month,2019-04-01,2019-04-30,"1055","1055",1,880295,БСТ B35 П5 F1300 W12,58.24
month,2019-04-01,2019-04-30,"1027","1027",2,1375416,БСТ B45 П5 F1300 W16,54.51
month,2019-04-01,2019-04-30,"1003","1003",2,1338766,БСТ B25 П4 F1200 W10,36.41
week,2019-04-01,2019-04-07,"1015","1015",1,532236,БСТ B35 П5 F1200 W12,9.56
month,2019-04-01,2019-04-30,"1079","1079",2,1196230,БСТ B45 П5 F1300 W16,44.92
week,2019-04-01,2019-04-07,"1004","1004",1,631800,Раствор М150 Пк3,62.25
month,2019-04-01,2019-04-30,"1046","1046",1,596705,Раствор М200 Пк3,43.06
month,2019-04-01,2019-04-30,"1044","1044",1,740662,БСТ B35 П5 F1300 W12,33.14
month,2019-04-01,2019-04-30,"1099","1099",1,459108,Раствор М150 Пк3,17.90
month,2019-04-01,2019-04-30,"1072","1072",3,3365278,Раствор М200 Пк3,148.99
week,2019-04-01,2019-04-07,"1037","1037",3,1696423,БСТ B30 П4 F1150 W10,37.29
month,2019-04-01,2019-04-30,"1092","1092",2,662454,БСТ B25 П4 F1200 W10,80.00
month,2019-04-01,2019-04-30,"1083","1083",1,550200,БСТ B25 П4 F1150 W8,9.69
month,2019-04-01,2019-04-30,"1078","1078",3,1485045,БСТ B50 П5 F1300 W18,53.60
month,2019-04-01,2019-04-30,"1068","1068",4,2960816,БСТ B60 П5 F1300 W20,52.41
month,2019-04-01,2019-04-30,"1082","1082",2,3884357,БСТ B35 П5 F1200 W12,217.93
month,2019-04-01,2019-04-30,"1074","1074",1,449757,Раствор М100 Пк3,23.49
month,2019-04-01,2019-04-30,"1028","1028",2,615289,Раствор кладочный М100 Пк3,57.20
month,2019-04-01,2019-04-30,"1064","1064",1,879715,БСТ B40 П5 F1300 W14,49.51
month,2019-04-01,2019-04-30,"1022","1022",1,498168,Раствор кладочный М100 Пк3,21.53
month,2019-04-01,2019-04-30,"1085","1085",2,93338,Формовка,52.40
month,2019-04-01,2019-04-30,"1005","1005",2,1056930,БСТ B35 П5 F1200 W12,33.06
week,2019-04-01,2019-04-07,"1092","1092",1,59616,Доставка,80.00
week,2019-04-01,2019-04-07,"1084","1084",1,2476180,БСТ B30 П4 F1150 W10,138.88
week,2019-04-01,2019-04-07,"1039","1039",2,713799,БСТ B35 П5 F1200 W12,38.56
month,2019-04-01,2019-04-30,"1059","1059",4,2756884,БСТ B30 П4 F1200 W10,48.48
week,2019-04-01,2019-04-07,"1074","1074",1,449757,Раствор М100 Пк3,23.49
month,2019-04-01,2019-04-30,"1096","1096",2,3718899,БСТ B50 П5 F1300 W18,175.06
month,2019-04-01,2019-04-30,"1033","1033",1,535572,"БСТ B12,5 П3,П4",22.47
month,2019-04-01,2019-04-30,"1039","1039",2,713799,БСТ B35 П5 F1200 W12,38.56
month,2019-04-01,2019-04-30,"1087","1087",3,1233455,"БСТ B22,5 П4 F1100 W6",51.20
month,2019-04-01,2019-04-30,"1089","1089",1,50872,Доставка,53.60
week,2019-04-01,2019-04-07,"1031","1031",1,3143672,БСТ B30 П4 F1150 W10,203.27
month,2019-04-01,2019-04-30,"1008","1008",3,1999648,БСТ B25 П4 F1150 W8,54.59
month,2019-04-01,2019-04-30,"1065","1065",3,5942842,БСТ B30 П4 F1200 W10,186.35
month,2019-04-01,2019-04-30,"1007","1007",2,1588690,Пусковая смесь,58.97
month,2019-04-01,2019-04-30,"1098","1098",2,3573711,БСТ B45 П5 F1300 W16,158.56
month,2019-04-01,2019-04-30,"1076","1076",3,4970877,БСТ B50 П5 F1300 W18,211.31
month,2019-04-01,2019-04-30,"1029","1029",1,552024,Раствор кладочный М100 Пк3,34.67
month,2019-04-01,2019-04-30,"1011","1011",1,49421,Фасовка,56.00
week,2019-04-01,2019-04-07,"1070","1070",1,577044,Раствор М150 Пк3,48.19
week,2019-04-01,2019-04-07,"1055","1055",1,880295,БСТ B35 П5 F1300 W12,58.24
month,2019-04-01,2019-04-30,"1097","1097",3,3771084,БСТ B30 П4 F1150 W10,184.57
week,2019-04-01,2019-04-07,"1063","1063",1,40622,Дегидрация,24.80
month,2019-04-01,2019-04-30,"1031","1031",2,3580286,БСТ B30 П4 F1150 W10,203.27
week,2019-04-01,2019-04-07,"1071","1071",2,3289088,"БСТ B22,5 П4 F1100 W6",150.60
month,2019-04-01,2019-04-30,"1062","1062",3,3479028,"Мелкозернистый бетон БСМ B25 П3,П4",150.80
month,2019-04-01,2019-04-30,"1100","1100",1,620844,"БСТ B15 П3,П4",37.81
month,2019-04-01,2019-04-30,"1075","1075",1,725302,БСТ B35 П5 F1200 W12,49.30
month,2019-04-01,2019-04-30,"1001","1001",2,2906640,"БСТ B12,5 П3,П4",159.99
month,2019-04-01,2019-04-30,"1077","1077",1,490161,"БСТ B 7,5 П3,П4",19.52
month,2019-04-01,2019-04-30,"1041","1041",2,773562,"Мелкозернистый бетон БСМ B 7,5 П3,П4",257.60
month,2019-04-01,2019-04-30,"1038","1038",6,2244653,БСТ B40 П5 F1300 W14,51.05
week,2019-04-01,2019-04-07,"1097","1097",2,821200,БСТ B35 П5 F1200 W12,60.04
month,2019-04-01,2019-04-30,"1015","1015",1,532236,БСТ B35 П5 F1200 W12,9.56
week,2019-04-01,2019-04-07,"1073","1073",1,667116,"БСТ B12,5 П3,П4",52.55
month,2019-04-01,2019-04-30,"1016","1016",2,2313699,Раствор М100 Пк3,120.45
week,2019-04-01,2019-04-07,"1077","1077",1,490161,"БСТ B 7,5 П3,П4",19.52
week,2019-04-01,2019-04-07,"1075","1075",1,725302,БСТ B35 П5 F1200 W12,49.30
week,2019-04-01,2019-04-07,"1090","1090",1,532650,"БСТ B20 П3,П4",14.65
week,2019-04-01,2019-04-07,"1017","1017",1,572838,"Мелкозернистый бетон БСМ B15 П3,П4",39.58
month,2019-04-01,2019-04-30,"1043","1043",1,431704,"Мелкозернистый бетон БСМ B15 П3,П4",5.19
week,2019-04-01,2019-04-07,"1085","1085",1,46886,Формовка,32.00
week,2019-04-01,2019-04-07,"1011","1011",1,49421,Фасовка,56.00
month,2019-04-01,2019-04-30,"1070","1070",3,4287352,БСТ B30 П4 F1150 W10,201.19
month,2019-04-01,2019-04-30,"1037","1037",4,2568673,Пусковая смесь,37.29
month,2019-04-01,2019-04-30,"1054","1054",2,2702751,"БСТ B 7,5 П3,П4",179.22
week,2019-04-01,2019-04-07,"1041","1041",1,232796,Дегидрация,257.60
month,2019-04-01,2019-04-30,"1017","1017",3,1694081,БСТ B35 П5 F1200 W12,39.58
week,2019-04-01,2019-04-07,"1001","1001",1,2273832,"БСТ B12,5 П3,П4",159.99
month,2019-04-01,2019-04-30,"1035","1035",1,710556,БСТ B30 П4 F1150 W10,37.09
week,2019-04-08,2019-04-14,"1008","1008",1,575981,БСТ B30 П4 F1150 W10,11.13
week,2019-04-08,2019-04-14,"1030","1030",2,2604063,Раствор М150 Пк3,140.13
week,2019-04-08,2019-04-14,"1059","1059",2,1416023,БСТ B30 П4 F1200 W10,48.48
week,2019-04-08,2019-04-14,"1062","1062",1,638108,"Мелкозернистый бетон БСМ B25 П3,П4",43.62
week,2019-04-08,2019-04-14,"1096","1096",2,3718899,БСТ B50 П5 F1300 W18,175.06
week,2019-04-08,2019-04-14,"1027","1027",2,1375416,БСТ B45 П5 F1300 W16,54.51
week,2019-04-08,2019-04-14,"1024","1024",2,1047465,БСТ B30 П4 F1150 W10,21.53
week,2019-04-08,2019-04-14,"1097","1097",1,2949884,БСТ B30 П4 F1150 W10,184.57
week,2019-04-08,2019-04-14,"1032","1032",2,1151149,"Мелкозернистый бетон БСМ B15 П3,П4",50.71
week,2019-04-08,2019-04-14,"1087","1087",2,1185555,"БСТ B22,5 П4 F1100 W6",45.14
week,2019-04-08,2019-04-14,"1034","1034",1,532650,"БСТ B20 П3,П4",14.65
week,2019-04-08,2019-04-14,"1040","1040",1,490644,Раствор М100 Пк3,34.72
week,2019-04-08,2019-04-14,"1048","1048",1,2666720,"Мелкозернистый бетон БСМ B25 П3,П4",200.10
week,2019-04-08,2019-04-14,"1016","1016",1,707955,БСТ B60 П5 F1300 W20,16.44
week,2019-04-08,2019-04-14,"1052","1052",1,802494,БСТ B50 П5 F1300 W18,34.33
week,2019-04-08,2019-04-14,"1046","1046",1,596705,Раствор М200 Пк3,43.06
week,2019-04-08,2019-04-14,"1054","1054",1,412587,Раствор М100 Пк3,13.29
week,2019-04-08,2019-04-14,"1083","1083",1,550200,БСТ B25 П4 F1150 W8,9.69
week,2019-04-08,2019-04-14,"1007","1007",1,816426,Пусковая смесь,19.10
week,2019-04-08,2019-04-14,"1089","1089",1,50872,Доставка,53.60
week,2019-04-08,2019-04-14,"1073","1073",1,1876660,Раствор М200 Пк3,124.97
week,2019-04-08,2019-04-14,"1085","1085",1,46452,Упаковка европалет,52.40
week,2019-04-08,2019-04-14,"1064","1064",1,879715,БСТ B40 П5 F1300 W14,49.51
week,2019-04-08,2019-04-14,"1031","1031",1,436614,"БСТ B 7,5 П3,П4",6.47
week,2019-04-08,2019-04-14,"1037","1037",1,872250,Пусковая смесь,27.24
week,2019-04-08,2019-04-14,"1028","1028",1,49801,Фасовка,57.20
week,2019-04-08,2019-04-14,"1091","1091",1,394002,Раствор М100 Пк3,8.18
week,2019-04-08,2019-04-14,"1078","1078",1,46817,Упаковка европалет,53.60
week,2019-04-08,2019-04-14,"1068","1068",2,1218631,БСТ B35 П5 F1300 W12,16.77
